AdvertisingID,CountryCode,IPAddress,IsOver18,AppVersion,DeviceName,DeviceOS,Language,Platform,HasAcceptedTargetedAds
3edf2fc3-b67f-452f-8013-1de8a0c8726b,KR,116.121.188.117,false,3.2.3,samsung SM-S908N,Android OS 16 / API-36 (BP2A.250605.031.A3/S908NKSS7GYK3),Korean,Android,false
